fileName,sizeOfTheCell,layerNum,isDither,scale,output 0,output 1,timestamp
.gradio\flagged\fileName\cf141977dd5090880ef8\foto_120598_9.jpg,10,1,true,2,.gradio\flagged\output 0\787d1f1d3096bba890ee\image.bmp,.gradio\flagged\output 1\ab5f23706fe2ff79a830\image.gds,2025-11-18 13:17:28.930891
